PDF_File,Page,Line,Matched_Text
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,26,45,"S425 (ex AF-MO-01) piezometro attraver. corpo idrico 8°58'15.492"" 39°17'40.2"" Uta"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,26,46,"S422** piezometro attraver. corpo idrico 8°56'30.372"" 39°18'11.736"" Uta"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,26,47,"S428* piezometro potenziale interf. scavi 8°58'43.464"" 39°17'59.388"" Assemini"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,26,51,"S447* piezometro attraver. corpo idrico 8°54'46.56"" 39°26'15.66"" Serramanna"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,26,52,"S449* piezometro potenziale interf. scavi 8°54'50.76"" 39°26'15.78"" Serramanna"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,27,12,"PO-414-04 (ex AF-VI-01) pozzo potenziale interf. scavi 8°47'26.341"" 39°29'14.728"" Villacidro"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,27,13,"PO-414-09 (ex AF-VI-02) pozzo potenziale interf. scavi 8°46'52.275"" 39°28'40.356"" Villacidro"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,27,17,"FID45*(2) piezometro attraver. corpo idrico 8°48'23.17"" 39°30'52.29"""
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,27,24,"PO-416-10 (ex AF-GU-01) pozzo potenziale interf. scavi 8°39'38.39"" 39°33'39.435"" Guspini"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,27,25,"S505bis ** piezometro attraver. corpo idrico 8°42'39.167"" 39°36'13.886"" Papillonis"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,27,26,"S503* piezometro attraver. corpo idrico 8°43'23.34"" 39°36'31.74"" Papillonis"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,27,30,"S526 (ex AF-TE-01) piezometro attraver. corpo idrico 8°41'16.62"" 39°42'0.72"" Uras"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,27,31,"S529 (ex AF-TE-02) piezometro potenziale interf. scavi 8°39'27.54"" 39°43'12.06"" Terralba"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,27,32,"S522* piezometro potenziale interf. scavi 8°41'57"" 39°41'10.8"" Uras"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,27,36,"S542 (ex AF-OC-01) piezometro attraver. corpo idrico 8°39'27.54"" 39°52'46.44"""
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,30,40,Le coordinate dei punti di monitoraggio saranno più precisamente determinate in occasione
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,31,12,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,31,16,"SU-CP-01 compresi incolti pascolati con vegetazione a macchia 8°54'59.85"" 39°16'49.93"" Uta (CA)"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,31,20,"SU-CP-02 compresi incolti pascolati con vegetazione a macchia 8°49'37.21 39°26'24.00"""
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,31,24,"SU-CP-03 macchie, di aree a vegetazione rada e garighe, con 8°42'24.20"" 39°42'52.87 Uras (OR)"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,31,28,"SU-CP-04 sistemi colturali complessi. Presenti oliveti e limitate 8°41'22.58"" 39°50'22.60"""
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,31,32,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,31,36,"SU-VS-01 8°33'19.16"" 39°14'38.10"""
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,31,39,"SU-VS-02 8°30'23.67"" 39°13'11.98"""
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,31,42,"SU-VS-03 8°28'13.06"" 39°11'47.65"""
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,31,45,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,31,50,"SU-TO-01v comunità vegetali disposte secondo il gradiente della 8°34'33.77"" 39°50'39.42"""
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,32,12,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,32,16,"SU-VE-CP-01 Chenopodiacee succulente annuali (Thero- 9°04'59.03"" 39°13'11.28"" Cagliari"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,32,19,"SU-VE-CP-02 Chenopodiacee succulente annuali (Thero- 9°04'04.10"" 39°13'27.61"" Cagliari"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,32,22,"SU-VE-CP-02a stipularis, Halocnemum strobilaceum e 9°02'30.76"" 39°13'20.77"" Cagliari"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,32,25,"SU-VE-CP-03 Chenopodiacee succulente annuali (Thero- 9°01'26.99"" 39°13'38.40"" Assemini"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,32,28,"SU-VE-CP-04 9°00'39.04"" 39°14'09.95"" Assemini"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,32,31,"SU-VE-CP-05 8°48'41.92"" 39°28'20.46"" Villacidro"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,32,34,"SU-VE-CP-06 8°46'58.69"" 39°30'37.58"" Villacidro"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,32,37,"SU-VE-CP-07 8°42'40.06"" 39°42'34.82"" Uras"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,32,40,"SU-VE-CP-08 8°40'37.70"" 39°45'20.99"" Marrubiu"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,32,43,"SU-VE-CP-09 8°40'57.73"" 39°49'15.73"" Santa Giusta"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,32,46,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,32,50,"SU-VE-VS-01 8°43'36.56"" 39°19'19.96"" Siliqua"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,32,53,"SU-VE-VS-02v 8°42'28.99"" 39°18'59.80"" Musei"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,32,56,"SU-VE-VS-03 8°38'45.26"" 39°18'14.63"" Domusnovas"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,32,58,"SU-VE-VS-04 Matorral a olivastro e lentisco (Oleo-Ceratonion) 8°32'15.38"" 39°14'25.58"" Carbonia"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,32,60,"SU-VE-VS-05 8°32'05.01"" 39°14'22.58"" Carbonia"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,33,10,"SU-VE-VS-06 Matorral a olivastro e lentisco (Oleo-Ceratonion) 8°31'22.36"" 39°14'09.99"" Carbonia"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,33,12,"SU-VE-VS-07 8°31'07.31"" 39°13'54.85"" Carbonia"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,33,14,"SU-VE-VS-08 Matorral a olivastro e lentisco (Oleo-Ceratonion) 8°30'22.71"" 39°13'11.62"" Carbonia"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,33,16,"SU-VE-VS-09 8°30'01.82"" 39°13'00.36"" Carbonia"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,33,18,"SU-VE-VS-10 Matorral a olivastro e lentisco (Oleo-Ceratonion) 8°28'12.94"" 39°11'47.44"" Carbonia"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,33,20,"SU-VE-VS-11 8°28'04.51"" 39°11'25.79"" Carbonia"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,33,23,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,33,27,"SU-VE-TO-01X 8°35'19.00 39°50'29.02"" Santa Giusta"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,33,30,"SU-VE-TO-02X 8°34'29.50"" 39°50'39.46” Santa Giusta"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,33,33,"SU-VE-TO-03X 8°34'8.22"" 39°51'9.12” Santa Giusta"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,33,36,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,33,39,"SU-VE-CS-01v Oliveti 8°57'50.08"" 39°11'58.82"" Uta"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,33,41,"SU-VE-CS-02 8°58'55.48"" 39°10'48.99"" Capoterra"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,33,44,"SU-VE-CS-03 8°59'27.75"" 39°08'36.81"" Capoterra"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,33,47,"SU-VE-CS-04 8°59'39.02"" 39°08'03.51"" Capoterra"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,33,50,"SU-VE-CS-05 8°59'49.79"" 39°07'36.59"" Capoterra"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,33,53,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,33,57,"SU-VE-VI-01 8°45'10.12"" 39°28'08.22"" Villacidro"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,34,11,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,34,15,"SU-VE-GU-01 8°41'15.99"" 39°35'15.95"" Guspini"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,34,18,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,34,22,"SU-VE-OC-01 8°39'12.33"" 39°52'51.40"""
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,34,25,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,34,29,"SU-VE-CA-01 Chenopodiacee succulente annuali (Thero- 9°05'14.54"" 39°12'51.95"" Cagliari"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,12,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,15,"SU-CP-01X piazzola - P1-101 9° 5'14.86"" 39°12'55.92"" Cagliari"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,16,"SU-CP-02X Allargamento ingresso TOC Foce Tramontana 9° 3'43.71"" 39°13'23.80"" Cagliari"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,17,"SU-CP-03X Allargamento uscita TOC Foce Tramontana 9° 3'31.39"" 39°13'22.86"" Cagliari"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,18,"SU-CP-04X Allargamento ingresso TOC Saline 9° 3'12.59"" 39°13'11.02"" Cagliari"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,19,"SU-CP-05X Pista particolare uscita TOC Saline 9° 2'45.01"" 39°13'16.61"" Cagliari"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,20,"SU-CP-06X piazzola - P2-101 9° 0'16.58"" 39°14'30.74"" Assemini"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,21,"SU-CP-07X piazzola - P3-101 8°59'8.30"" 39°15'9.09"" Assemini"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,22,"SU-CP-08X Allargamento ingresso TOC Riu s'Isca de Arcosu 8°57'33.14"" 39°15'38.95"" Uta"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,23,"SU-CP-09X Allargamento uscita TOC Riu s'Isca de Arcosu 8°57'17.96"" 39°15'40.97"" Uta"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,24,"SU-CP-10X Allargamento ingresso TOC Riu Cixerri 8°55'6.01"" 39°16'43.70"" Uta"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,25,"SU-CP-11X Allargamento uscita TOC Riu Cixerri 8°54'55.67"" 39°16'54.58 Uta"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,26,"SU-CP-12X piazzola - P4-101 8°54'20.94"" 39°17'42.62"" Villaspeciosa"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,27,"SU-CP-13X piazzola - P5-101 8°52'9.41"" 39°19'54.97"" Decimoputzu"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,28,"SU-CP-14X Allargamento ingresso TOC Riu Nou 8°50'57.47"" 39°21'11.40"" Vallermosa"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,29,"SU-CP-15X Allargamento uscita TOC Riu Nou 8°50'44.65"" 39°21'20.73"" Vallermosa"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,30,"SU-CP-16X piazzola - P6-101 8°49'31.66"" 39°26'33.01"" Villacidro"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,31,"SU-CP-17X piazzola - P7-101 8°48'48.74"" 39°28'17.72"" Villacidro"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,32,"SU-CP-18X piazzola - P8-101 8°47'23.25"" 39°29'55.12"" Villacidro"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,34,"SU-CP-19X piazzola - P9-101 8°44'59.79"" 39°34'3.34"""
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,36,"SU-CP-20X piazzola - P10-101 8°44'43.99"" 39°36'40.98"" Pabillonis"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,37,"SU-CP-21X Allargamento ingresso TOC Riu Mogoro 8°43'53.74"" 39°39'34.26"" Mogoro"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,38,"SU-CP-22X Allargamento uscita TOC Riu Mogoro 8°43'51.39"" 39°39'44.61"" Mogoro"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,39,"SU-CP-23X piazzola - P11-101 8°43'19.74"" 39°41'48.58"" Uras"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,40,"SU-CP-24X piazzola - P12-101 8°42'1.78"" 39°43'16.51"" Uras"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,35,41,"SU-CP-25X piazzola - P13-101 8°40'37.66"" 39°48'30.11"" Marrubiu"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,36,10,"SU-CP-26X piazzola - P14-101 8°42'17.09"" 39°52'33.87"" Oristano"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,36,12,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,36,15,"SU-VS-01X piazzola - P1-201 8°49'55.49"" 39°21'6.12"" Vallermosa"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,36,16,"SU-VS-02X piazzola – P2-201 8°45'56.28"" 39°20'5.00"" Siliqua"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,36,17,"SU-VS-03X piazzola – P3-201 8°41'29.45"" 39°18'40.92"" Musei"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,36,18,"SU-VS-04X piazzola – P4-201 8°36'52.71"" 39°17'31.99"" Villamassargia"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,36,19,"SU-VS-05X piazzola – P5-201 8°33'59.23” 39°15'11.30"" Carbonia"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,36,20,"SU-VS-06X piazzola – P6-201 8°29'27.46"" 39°12'36.66"" Carbonia"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,36,21,"SU-VS-07X piazzola – P7-201 8°27'25.23"" 39°10'19.09"" Carbonia"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,36,23,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,36,26,"SU-CS-01X piazzola – P1-401 8°59'59.18"" 39° 9'39.42"" Capoterra"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,36,28,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,36,31,"SU-GU-01X Allargamento ingresso TOC Flumini Malu 8°43'26.21” 39°36'32.53"" Pabillonis"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,36,32,"SU-GU-02X Allargamento uscita TOC Flumini Malu 8°43'18.27"" 39°36'30.36"" Pabillonis"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,36,33,"SU-GU-03X Allargamento ingresso TOC Flumini Bellu 8°42'45.08"" 39°36'16.29"" Pabillonis"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,36,34,"SU-GU-04X Allargamento uscita TOC Flumini Bellu 8°42'36.04"" 39°36'12.86"" Pabillonis"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,36,35,"SU-GU-05X piazzola - P1-406 8°41'31.36"" 39°35'31.73"" Pabillonis"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,36,37,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,36,41,"SU-MO-01X 8°56'23.63"" 39°18'13.51"" Villaspeciosa"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,36,43,"SU-MO-02X Allargamento uscita TOC SP3-Canale Colatore 8°56'44.01"" 39°18'11.90"" Uta"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,36,44,"SU-MO-03X piazzola - P1-402 8°58'2.13"" 39°17'38.97"" Uta"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,36,45,"SU-MO-04X Allargamento ingresso TOC Flumini Mannu 8°58'8.92"" 39°17'37.16"" Uta"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,36,46,"SU-MO-05X Allargamento uscita TOC Flumini Mannu 8°58'23.99"" 39°17'46.06"" Assemini"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,37,10,"SU-MO-06X P2-402 9° 1'23.33"" 39°18'59.04"" Assemini"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,37,12,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,37,16,"SU-OC-1X Allargamento ingresso TOC Riu Merd'e Cani 8°39'31.14"" 39°52'45.44"""
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,37,19,"SU-OC-02X Allargamento uscita TOC Riu Merd'e Cani 8°39'22.03"" 39°52'48.35"""
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,37,22,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,37,26,"SU-SA-01X piazzola - P1-405 8°48'48.40"" 39°31'1.03"""
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,37,29,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,37,32,"SU-SE-01X piazzola - P2-403 8°49'31.60"" 39°26'33.20"" Villacidro"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,37,33,"SU-SE-02X piazzola - P1-403 8°51'34.13"" 39°26'25.16"" Serramanna"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,37,34,"SU-SE-03X Allargamento uscita TOC Flumini Mannu 8°54'22.20"" 39°26'19.44"" Serramanna"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,37,35,"SU-SE-04X Allargamento ingresso TOC Flumini Mannu 8°54'38.12"" 39°26'16.52"" Serramanna"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,37,37,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,37,40,"SU-TE-01X Allargamento ingresso TOC Canale Acque Alte 8°41'21.94"" 39°41'55.81"" Uras"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,37,42,"SU-TE-02X 8°41'8.61"" 39°42'10.20"" Uras"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,37,45,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,37,49,"SU-TO-01X piazzola - P1-408 8°39'48.36"" 39°52'1.52"""
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,37,51,"SU-TO-02X Allargamento uscita TOC Cirras 8°35'18.62 39°50'30.81"" Santa Giusta"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,37,52,"SU-TO-03X Allargamento ingresso TOC Cirras 8°34'33.64"" 39°50'41.84"" Santa Giusta"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,37,53,"SU-TO-04X piazzola - P1-301 8°34'11.05"" 39°51'11.80"" Santa Giusta"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,38,34,"Tullgren, in grado di estrarre organismi con diametro inferiore ai 2 mm."
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,41,33,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,41,37,"VE-CP-01 Chenopodiacee succulente annuali (Thero- 9°04'59.03"" 39°13'11.28"" Cagliari"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,41,40,"VE-CP-02 Chenopodiacee succulente annuali (Thero- 9°04'04.10"" 39°13'27.61"" Cagliari"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,41,44,"VE-CP-02a 9°02'30.76"" 39°13'20.77"" Cagliari"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,41,48,"VE-CP-03 Chenopodiacee succulente annuali (Thero- 9°01'26.99"" 39°13'38.40"" Assemini"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,41,51,"VE-CP-04 9°00'39.04"" 39°14'09.95"" Assemini"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,42,11,"VE-CP-05 8°48'41.92"" 39°28'20.46"" Villacidro"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,42,14,"VE-CP-06 8°46'58.69"" 39°30'37.58"" Villacidro"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,42,17,"VE-CP-07 8°42'40.06"" 39°42'34.82"" Uras"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,42,20,"VE-CP-08 8°40'37.70"" 39°45'20.99"" Marrubiu"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,42,23,"VE-CP-09 8°40'57.73"" 39°49'15.73"" Santa Giusta"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,42,26,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,42,30,"VE-VS-01 8°43'36.56"" 39°19'19.96"" Siliqua"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,42,33,"VE-VS-02v 8°42'28.99"" 39°18'59.80"" Musei"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,42,36,"VE-VS-03 latifoglie mediterranee (Quercus suber, Q. 8°38'45.26"" 39°18'14.63"" Domusnovas"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,42,39,"VE-VS-04 8°32'15.38"" 39°14'25.58"" Carbonia"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,42,42,"VE-VS-05 8°32'05.01"" 39°14'22.58"" Carbonia"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,42,45,"VE-VS-06 8°31'22.36"" 39°14'09.99"" Carbonia"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,42,48,"VE-VS-07 8°31'07.31"" 39°13'54.85"" Carbonia"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,42,51,"VE-VS-08 8°30'22.71"" 39°13'11.62"" Carbonia"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,42,54,"VE-VS-09 8°30'01.82"" 39°13'00.36"" Carbonia"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,42,57,"VE-VS-10 8°28'12.94"" 39°11'47.44"" Carbonia"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,42,60,"VE-VS-11 8°28'04.51"" 39°11'25.79"" Carbonia"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,42,63,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,42,67,"VE-TO-01X 8°35'19.00 39°50'29.02"" Santa Giusta"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,43,11,"VE-TO-02X 8°34'29.50"" 39°50'39.46” Santa Giusta"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,43,14,"VE-TO-03X 8°34'8.22"" 39°51'9.12” Santa Giusta"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,43,17,Coordinate Coordinate
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,43,20,"VE-CS-01v Oliveti 8°57'50.08"" 39°11'58.82"" Uta"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,43,22,"VE-CS-02 8°58'55.48"" 39°10'48.99"" Capoterra"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,43,25,"VE-CS-03 8°59'27.75"" 39°08'36.81"" Capoterra"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,43,28,"VE-CS-04 8°59'39.02"" 39°08'03.51"" Capoterra"
downloads/Serramanna\Progetti\1694\RE-PMA-001_r3sett20.pdf,43,31,"VE-CS-05 8°59'49.79"" 39°07'36.59"" Capoterra"
